order_id,supplier_id,supplier_name,category,country,order_date,promised_delivery_days,actual_delivery_days,on_time_delivery,quantity_ordered,unit_price_eur,order_value_eur,quality_pass,defect_rate,invoice_accuracy
ORD00512,SUP032,PharmaSupplier F1,Medical Devices,France,2024-03-01,18,18,1,245,8.62,2111.9,1,0.0082,1
ORD00513,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-01-01,5,15,0,2595,234.5,608527.5,0,0.045,1
ORD00514,SUP033,PharmaSupplier G1,Prescription Drugs,Netherlands,2024-08-21,13,13,1,544,124.73,67853.12,0,0.0675,1
ORD00515,SUP019,PharmaSupplier S,Medical Devices,France,2024-11-13,18,18,1,3076,52.38,161120.88,1,0.0023,1
ORD00516,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-04-23,3,3,1,2491,15.11,37639.01,1,0.0075,1
ORD00517,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-03-25,18,18,1,3452,26.92,92927.84,1,0.0122,1
ORD00518,SUP013,PharmaSupplier M,Specialty Pharma,Netherlands,2024-07-20,9,9,1,1661,19.27,32007.47,1,0.0022,1
ORD00519,SUP017,PharmaSupplier Q,Vaccines,France,2024-11-20,21,21,1,3790,8.2,31078.0,1,0.0118,1
ORD00520,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-09-12,3,3,1,497,70.48,35028.56,1,0.0087,1
ORD00521,SUP017,PharmaSupplier Q,Vaccines,France,2024-09-17,8,11,0,1151,32.02,36855.02,1,0.0132,1
ORD00522,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-06-13,19,26,0,2133,51.86,110617.38,1,0.0193,0
ORD00523,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-08-19,7,7,1,4296,18.83,80893.68,1,0.014,1
ORD00524,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-12-30,20,20,1,1745,29.39,51285.55,1,0.0143,1
ORD00525,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-12-10,7,18,0,1556,63.41,98665.96,1,0.0139,1
ORD00526,SUP016,PharmaSupplier P,Medical Devices,France,2024-02-29,14,14,1,4874,29.57,144124.18,1,0.0133,1
ORD00527,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-09-30,12,19,0,204,9.5,1938.0,1,0.0005,1
ORD00528,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-12-09,4,4,1,1418,47.19,66915.42,0,0.0547,1
ORD00529,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-02-01,12,12,1,4533,33.82,153306.06,1,0.0163,1
ORD00530,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-12-11,20,20,1,4697,183.69,862791.93,1,0.0102,1
ORD00531,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-12-22,12,13,0,3225,40.12,129387.0,1,0.0191,0
ORD00532,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-06-09,20,20,1,2158,69.53,150045.74,1,0.0174,1
ORD00533,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-08-14,10,22,0,3112,10.26,31929.12,0,0.0437,1
ORD00534,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-04-09,12,12,1,710,9.84,6986.4,1,0.0035,1
ORD00535,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-07-12,4,4,1,4659,55.41,258155.19,1,0.0032,1
ORD00536,SUP024,PharmaSupplier X,OTC Medication,France,2024-01-03,13,13,1,1368,10.49,14350.32,1,0.0186,1
ORD00537,SUP016,PharmaSupplier P,Medical Devices,France,2024-11-16,12,12,1,4791,70.83,339346.53,1,0.0015,1
ORD00538,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-09-26,10,19,0,658,8.92,5869.36,1,0.0032,1
ORD00539,SUP022,PharmaSupplier V,Specialty Pharma,France,2024-07-25,5,5,1,1847,8.81,16272.07,1,0.0066,1
ORD00540,SUP011,PharmaSupplier K,Medical Devices,France,2024-11-12,19,19,1,4698,5.89,27671.22,1,0.0196,1
ORD00541,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-12-08,14,14,1,2097,51.14,107240.58,0,0.0546,1
ORD00542,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-02-28,15,15,1,2416,70.72,170859.52,1,0.0103,1
ORD00543,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-09-20,19,19,1,459,13.06,5994.54,1,0.013,1
ORD00544,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-02-12,6,6,1,4507,17.19,77475.33,1,0.0125,1
ORD00545,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-11-18,9,9,1,3575,48.47,173280.25,1,0.0041,1
ORD00546,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-08-10,5,5,1,1359,12.77,17354.43,1,0.0143,1
ORD00547,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-02-07,4,4,1,2163,4.36,9430.68,1,0.0115,1
ORD00548,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-05-12,16,16,1,3413,5.86,20000.18,1,0.0003,1
ORD00549,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-09-30,3,3,1,618,75.01,46356.18,1,0.0117,1
ORD00550,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-02-07,14,16,0,2474,62.58,154822.92,1,0.006,1
ORD00551,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-08-12,15,15,1,352,11.89,4185.28,1,0.0107,1
ORD00552,SUP038,PharmaSupplier L1,Vaccines,Switzerland,2024-07-19,20,20,1,1280,27.94,35763.2,1,0.0177,0
ORD00553,SUP015,PharmaSupplier O,Prescription Drugs,Belgium,2024-11-27,14,15,0,4634,4.1,18999.4,1,0.0028,1
ORD00554,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-10-20,15,15,1,797,25.21,20092.37,1,0.015,1
ORD00555,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-06-25,9,9,1,4298,15.15,65114.7,1,0.0037,1
ORD00556,SUP019,PharmaSupplier S,Medical Devices,France,2024-05-09,9,9,1,4747,12.97,61568.59,1,0.017,0
ORD00557,SUP038,PharmaSupplier L1,Vaccines,Switzerland,2024-10-08,17,17,1,699,26.26,18355.74,1,0.0013,1
ORD00558,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-10-24,18,24,0,1150,38.1,43815.0,1,0.0047,1
ORD00559,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-02-05,9,9,1,3791,23.33,88444.03,1,0.0132,1
ORD00560,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-03-19,21,21,1,2691,20.62,55488.42,0,0.0135,1
ORD00561,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-04-23,16,16,1,3044,20.79,63284.76,1,0.0147,1
ORD00562,SUP036,PharmaSupplier J1,OTC Medication,France,2024-08-24,17,17,1,2602,38.67,100619.34,1,0.0022,1
ORD00563,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-02-11,11,14,0,4512,41.18,185804.16,1,0.0147,1
ORD00564,SUP013,PharmaSupplier M,Specialty Pharma,Netherlands,2024-02-08,3,14,0,355,5.49,1948.95,1,0.0116,1
ORD00565,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-04-18,4,4,1,4552,38.92,177163.84,1,0.0108,1
ORD00566,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-03-17,14,14,1,4930,11.59,57138.7,0,0.0233,1
ORD00567,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-09-18,5,5,1,4213,30.55,128707.15,1,0.0048,0
ORD00568,SUP006,PharmaSupplier F,OTC Medication,Netherlands,2024-11-10,8,11,0,3755,19.07,71607.85,1,0.0113,1
ORD00569,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-03-15,18,19,0,1892,12.91,24425.72,0,0.0185,1
ORD00570,SUP036,PharmaSupplier J1,OTC Medication,France,2024-04-29,4,4,1,4342,40.32,175069.44,0,0.0289,1
ORD00571,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-08-20,4,4,1,2754,36.61,100823.94,1,0.0194,1
ORD00572,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-05-20,11,11,1,4770,23.7,113049.0,1,0.0131,1
ORD00573,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-11-30,5,5,1,3182,29.96,95332.72,0,0.0178,1
ORD00574,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-06-25,18,28,0,154,44.05,6783.7,1,0.0028,1
ORD00575,SUP013,PharmaSupplier M,Specialty Pharma,Netherlands,2024-02-09,19,19,1,1832,21.43,39259.76,1,0.0031,1
ORD00576,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-03-01,10,10,1,2805,6.46,18120.3,0,0.0385,1
ORD00577,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-04-17,21,21,1,3466,16.06,55663.96,1,0.0009,1
ORD00578,SUP015,PharmaSupplier O,Prescription Drugs,Belgium,2024-03-23,7,7,1,421,14.72,6197.12,1,0.0029,1
ORD00579,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-04-02,19,29,0,4717,19.55,92217.35,1,0.0176,1
ORD00580,SUP006,PharmaSupplier F,OTC Medication,Netherlands,2024-05-25,5,5,1,3961,227.17,899820.37,0,0.0136,1
ORD00581,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-11-03,7,7,1,1589,38.52,61208.28,1,0.0102,1
ORD00582,SUP011,PharmaSupplier K,Medical Devices,France,2024-12-17,13,13,1,4986,47.8,238330.8,1,0.0046,1
ORD00583,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-02-25,3,3,1,4231,27.58,116690.98,1,0.0165,1
ORD00584,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-03-31,18,28,0,419,6.34,2656.46,1,0.0106,1
ORD00585,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-02-17,18,28,0,4517,21.24,95941.08,0,0.0718,1
ORD00586,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-11-28,16,16,1,3134,174.1,545629.4,0,0.0558,1
ORD00587,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-09-03,15,15,1,4819,23.37,112620.03,1,0.0027,1
ORD00588,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-04-29,5,5,1,4554,30.51,138942.54,1,0.0038,1
ORD00589,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-01-04,21,21,1,4357,20.88,90974.16,1,0.0131,1
ORD00590,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-06-10,16,16,1,1367,22.51,30771.17,1,0.0117,1
ORD00591,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-10-01,16,16,1,2357,16.22,38230.54,0,0.0318,1
ORD00592,SUP036,PharmaSupplier J1,OTC Medication,France,2024-10-09,20,20,1,3132,49.75,155817.0,1,0.0097,0
ORD00593,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-10-22,14,14,1,3361,431.78,1451212.58,1,0.0171,1
ORD00594,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-04-27,17,17,1,1425,82.27,117234.75,1,0.0102,1
ORD00595,SUP024,PharmaSupplier X,OTC Medication,France,2024-10-08,4,4,1,143,34.61,4949.23,0,0.0659,1
ORD00596,SUP013,PharmaSupplier M,Specialty Pharma,Netherlands,2024-11-03,16,16,1,2255,60.76,137013.8,1,0.0016,1
ORD00597,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-07-15,15,15,1,4368,9.7,42369.6,1,0.0193,1
ORD00598,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-03-30,18,18,1,1752,34.47,60391.44,0,0.0745,1
ORD00599,SUP011,PharmaSupplier K,Medical Devices,France,2024-04-09,4,4,1,4282,6.09,26077.38,1,0.0046,1
ORD00600,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-01-19,14,14,1,102,18.18,1854.36,0,0.0069,1
ORD00601,SUP024,PharmaSupplier X,OTC Medication,France,2024-07-23,14,21,0,4901,59.21,290188.21,1,0.0003,1
ORD00602,SUP004,PharmaSupplier D,Specialty Pharma,Denmark,2024-02-16,20,20,1,4680,52.44,245419.2,0,0.0278,0
ORD00603,SUP013,PharmaSupplier M,Specialty Pharma,Netherlands,2024-05-21,10,10,1,1693,96.19,162849.67,1,0.0081,1
ORD00604,SUP024,PharmaSupplier X,OTC Medication,France,2024-03-30,16,16,1,4676,56.19,262744.44,1,0.0059,0
ORD00605,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-09-19,11,11,1,4809,48.36,232563.24,1,0.0089,1
ORD00606,SUP024,PharmaSupplier X,OTC Medication,France,2024-09-04,10,23,0,3858,47.03,181441.74,0,0.0717,1
ORD00607,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-09-03,6,6,1,3234,25.19,81464.46,0,0.0795,1
ORD00608,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-04-27,13,13,1,2992,184.36,551605.12,1,0.0002,1
ORD00609,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-05-07,12,12,1,2901,100.82,292478.82,1,0.0186,1
ORD00610,SUP032,PharmaSupplier F1,Medical Devices,France,2024-06-30,9,14,0,1597,11.53,18413.41,0,0.0546,1
ORD00611,SUP033,PharmaSupplier G1,Prescription Drugs,Netherlands,2024-09-12,9,9,1,2082,10.85,22589.7,0,0.0165,1
ORD00612,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-05-07,14,14,1,973,22.09,21493.57,1,0.0016,0
ORD00613,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-09-09,3,12,0,446,55.28,24654.88,0,0.0297,1
ORD00614,SUP024,PharmaSupplier X,OTC Medication,France,2024-10-21,11,11,1,4287,32.83,140742.21,1,0.0044,1
ORD00615,SUP037,PharmaSupplier K1,Vaccines,France,2024-01-28,19,27,0,4529,26.89,121784.81,1,0.0069,1
ORD00616,SUP032,PharmaSupplier F1,Medical Devices,France,2024-03-30,17,29,0,4345,30.19,131175.55,1,0.0138,1
ORD00617,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-04-17,15,15,1,2765,16.85,46590.25,1,0.0172,1
ORD00618,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-05-14,10,10,1,2910,59.85,174163.5,1,0.01,1
ORD00619,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-12-24,14,14,1,3381,20.82,70392.42,1,0.0036,1
ORD00620,SUP011,PharmaSupplier K,Medical Devices,France,2024-10-21,10,10,1,2311,32.44,74968.84,1,0.0111,1
ORD00621,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-04-10,7,19,0,1325,23.1,30607.5,1,0.0002,1
ORD00622,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-03-09,19,19,1,2686,27.03,72602.58,1,0.006,1
ORD00623,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-10-17,4,4,1,1438,21.05,30269.9,1,0.0163,1
ORD00624,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-11-18,6,6,1,2841,33.97,96508.77,1,0.0072,1
ORD00625,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-05-11,14,14,1,1093,11.12,12154.16,1,0.0136,1
ORD00626,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-10-22,21,21,1,4510,12.91,58224.1,1,0.0156,1
ORD00627,SUP017,PharmaSupplier Q,Vaccines,France,2024-12-10,19,19,1,3761,21.75,81801.75,0,0.0305,1
ORD00628,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-11-19,7,18,0,2863,2.54,7272.02,1,0.0122,1
ORD00629,SUP032,PharmaSupplier F1,Medical Devices,France,2024-02-06,5,5,1,1969,12.94,25478.86,1,0.0131,1
ORD00630,SUP036,PharmaSupplier J1,OTC Medication,France,2024-11-05,15,15,1,3744,112.64,421724.16,0,0.0751,1
ORD00631,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-09-23,17,17,1,1606,119.94,192623.64,0,0.01,1
ORD00632,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-05-08,5,5,1,3352,19.46,65229.92,1,0.0013,1
ORD00633,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-10-07,4,4,1,3352,27.31,91543.12,1,0.0199,1
ORD00634,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-11-12,7,7,1,3293,24.01,79064.93,1,0.0049,1
ORD00635,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-11-16,7,7,1,1497,52.29,78278.13,1,0.0133,1
ORD00636,SUP032,PharmaSupplier F1,Medical Devices,France,2024-06-15,18,18,1,4528,5.41,24496.48,0,0.0439,1
ORD00637,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-12-23,20,20,1,4995,36.66,183116.7,1,0.015,1
ORD00638,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-08-10,19,19,1,4472,13.79,61668.88,1,0.0069,1
ORD00639,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-02-15,17,17,1,3476,10.0,34760.0,1,0.0061,1
ORD00640,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-03-10,14,14,1,4483,33.87,151839.21,1,0.0184,0
ORD00641,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-09-01,12,12,1,3626,12.17,44128.42,1,0.0119,1
ORD00642,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-10-07,14,14,1,4692,28.66,134472.72,1,0.005,1
ORD00643,SUP022,PharmaSupplier V,Specialty Pharma,France,2024-11-26,15,19,0,2254,34.87,78596.98,1,0.0125,1
ORD00644,SUP037,PharmaSupplier K1,Vaccines,France,2024-11-09,11,11,1,4457,14.98,66765.86,0,0.033,1
ORD00645,SUP032,PharmaSupplier F1,Medical Devices,France,2024-04-03,7,7,1,3830,21.71,83149.3,1,0.0054,1
ORD00646,SUP011,PharmaSupplier K,Medical Devices,France,2024-04-06,13,13,1,506,71.31,36082.86,0,0.0018,0
ORD00647,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-05-24,11,11,1,3691,63.29,233603.39,1,0.0047,1
ORD00648,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-09-09,9,9,1,2652,66.44,176198.88,1,0.01,1
ORD00649,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-12-22,4,4,1,1296,4.52,5857.92,1,0.0155,1
ORD00650,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-08-28,8,8,1,2148,13.7,29427.6,0,0.0663,1
ORD00651,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-12-31,10,10,1,3728,35.86,133686.08,1,0.0199,1
ORD00652,SUP004,PharmaSupplier D,Specialty Pharma,Denmark,2024-02-18,19,19,1,1807,40.51,73201.57,1,0.0136,1
ORD00653,SUP038,PharmaSupplier L1,Vaccines,Switzerland,2024-06-14,8,8,1,445,42.66,18983.7,1,0.011,1
ORD00654,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-09-03,12,12,1,526,5.85,3077.1,0,0.0174,1
ORD00655,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-11-20,16,16,1,1471,283.97,417719.87,1,0.0117,1
ORD00656,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-05-04,3,13,0,3993,16.81,67122.33,1,0.0031,1
ORD00657,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-05-07,8,8,1,2872,14.98,43022.56,1,0.0199,1
ORD00658,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-01-31,14,14,1,4493,31.17,140046.81,1,0.0025,1
ORD00659,SUP032,PharmaSupplier F1,Medical Devices,France,2024-10-12,14,14,1,3693,31.02,114556.86,1,0.0004,1
ORD00660,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-03-09,11,19,0,3684,18.77,69148.68,1,0.0109,1
ORD00661,SUP019,PharmaSupplier S,Medical Devices,France,2024-10-17,8,8,1,2751,7.36,20247.36,1,0.0055,1
ORD00662,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-10-10,8,8,1,1369,8.94,12238.86,1,0.0164,1
ORD00663,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-08-20,3,3,1,4244,20.23,85856.12,1,0.0037,1
ORD00664,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-07-05,10,10,1,618,40.29,24899.22,1,0.0108,1
ORD00665,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-09-25,18,18,1,1362,22.72,30944.64,1,0.0065,1
ORD00666,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-02-26,6,6,1,646,27.17,17551.82,1,0.0188,1
ORD00667,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-01-17,9,9,1,1669,24.41,40740.29,1,0.0114,1
ORD00668,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-12-02,18,18,1,4935,34.72,171343.2,1,0.0073,1
ORD00669,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-02-06,3,7,0,4125,43.06,177622.5,0,0.0666,1
ORD00670,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-11-23,4,4,1,3507,45.11,158200.77,0,0.0635,1
ORD00671,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-11-11,11,11,1,676,30.9,20888.4,1,0.0016,1
ORD00672,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-09-22,6,6,1,1992,145.56,289955.52,1,0.0038,1
ORD00673,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-05-07,21,21,1,1565,8.91,13944.15,1,0.0112,1
ORD00674,SUP036,PharmaSupplier J1,OTC Medication,France,2024-11-22,21,21,1,3857,6.12,23604.84,1,0.0085,1
ORD00675,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-04-02,20,20,1,2864,14.85,42530.4,1,0.0107,1
ORD00676,SUP006,PharmaSupplier F,OTC Medication,Netherlands,2024-06-29,13,13,1,2759,43.12,118968.08,0,0.033,1
ORD00677,SUP015,PharmaSupplier O,Prescription Drugs,Belgium,2024-06-14,10,10,1,1852,9.67,17908.84,1,0.011,1
ORD00678,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-07-03,17,17,1,3352,31.6,105923.2,1,0.0007,1
ORD00679,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-01-09,19,19,1,2572,34.49,88708.28,1,0.0197,1
ORD00680,SUP022,PharmaSupplier V,Specialty Pharma,France,2024-06-10,3,3,1,2360,11.06,26101.6,0,0.0409,1
ORD00681,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-10-19,7,7,1,3871,22.48,87020.08,1,0.0028,1
ORD00682,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-10-25,10,10,1,2560,24.96,63897.6,1,0.008,1
ORD00683,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-02-09,13,13,1,1516,18.82,28531.12,1,0.018,1
ORD00684,SUP033,PharmaSupplier G1,Prescription Drugs,Netherlands,2024-02-18,12,12,1,4820,15.55,74951.0,1,0.0156,0
ORD00685,SUP037,PharmaSupplier K1,Vaccines,France,2024-06-20,14,21,0,3512,77.2,271126.4,0,0.0096,1
ORD00686,SUP011,PharmaSupplier K,Medical Devices,France,2024-11-30,3,3,1,3233,14.58,47137.14,1,0.0105,1
ORD00687,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-10-16,7,7,1,1908,29.2,55713.6,1,0.0135,0
ORD00688,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-08-16,21,21,1,1919,6.71,12876.49,1,0.0157,1
ORD00689,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-06-21,5,5,1,503,10.34,5201.02,1,0.0053,1
ORD00690,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-08-10,7,15,0,4681,179.02,837992.62,1,0.0079,1
ORD00691,SUP017,PharmaSupplier Q,Vaccines,France,2024-10-14,19,19,1,686,36.77,25224.22,1,0.0086,1
ORD00692,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-10-21,5,5,1,3488,46.91,163622.08,1,0.007,1
ORD00693,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-10-31,3,3,1,1486,22.24,33048.64,0,0.0493,0
ORD00694,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-08-14,7,7,1,2012,28.92,58187.04,1,0.0075,1
ORD00695,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-02-13,6,10,0,1309,15.54,20341.86,0,0.0656,1
ORD00696,SUP014,PharmaSupplier N,Specialty Pharma,Denmark,2024-12-21,6,6,1,3959,67.21,266084.39,1,0.0042,1
ORD00697,SUP032,PharmaSupplier F1,Medical Devices,France,2024-04-14,20,20,1,2218,24.98,55405.64,1,0.0125,0
ORD00698,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-12-21,3,3,1,4415,35.52,156820.8,1,0.0034,1
ORD00699,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-12-22,11,11,1,168,35.36,5940.48,1,0.0132,1
ORD00700,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-12-03,14,14,1,256,93.75,24000.0,1,0.0177,1
ORD00701,SUP038,PharmaSupplier L1,Vaccines,Switzerland,2024-07-13,19,21,0,2684,53.25,142923.0,1,0.0119,1
ORD00702,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-04-11,19,28,0,276,6.69,1846.44,1,0.0184,1
ORD00703,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-09-07,15,15,1,250,184.3,46075.0,1,0.007,1
ORD00704,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-04-30,19,19,1,607,11.81,7168.67,1,0.0176,1
ORD00705,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-01-16,20,24,0,1342,60.77,81553.34,1,0.0079,1
ORD00706,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-07-14,19,29,0,1963,16.11,31623.93,1,0.0115,1
ORD00707,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-06-08,13,13,1,1179,4.04,4763.16,1,0.0028,1
ORD00708,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-04-13,7,7,1,4391,16.86,74032.26,0,0.0344,1
ORD00709,SUP033,PharmaSupplier G1,Prescription Drugs,Netherlands,2024-03-15,21,27,0,655,37.61,24634.55,1,0.019,1
ORD00710,SUP011,PharmaSupplier K,Medical Devices,France,2024-06-11,7,7,1,2710,25.7,69647.0,1,0.0083,1
ORD00711,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-08-14,11,11,1,1639,13.44,22028.16,1,0.0037,1
ORD00712,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-11-09,11,11,1,1991,96.03,191195.73,1,0.0046,1
ORD00713,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-02-10,18,18,1,3940,20.05,78997.0,1,0.0075,1
ORD00714,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-09-08,18,18,1,1683,93.32,157057.56,1,0.0082,0
ORD00715,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-05-18,16,16,1,1761,6.61,11640.21,1,0.0013,0
ORD00716,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-08-12,18,18,1,3848,115.98,446291.04,1,0.0086,1
ORD00717,SUP006,PharmaSupplier F,OTC Medication,Netherlands,2024-11-07,15,15,1,3328,5.59,18603.52,1,0.0148,1
