product_id,category,warehouse,month,stock_level,units_sold,units_expired,total_stock_cost_eur,storage_cost_eur,waste_cost_eur,revenue_eur,reorder_triggered
PROD0221,Prescription Drugs,Hamburg,2024-03,388,61,10,206610.0,5506.88,5325.0,46150.96,0
PROD0222,Specialty Pharma,Mannheim HQ,2024-03,326,76,8,1147.52,38.14,28.16,361.09,0
PROD0223,OTC Medication,Munich,2024-03,2845,272,34,214655.25,14176.63,2565.3,29281.79,0
PROD0224,Prescription Drugs,Hamburg,2024-03,2653,1505,125,12681.34,822.43,597.5,8468.17,0
PROD0225,Vaccines,Munich,2024-03,2876,701,57,54068.8,2703.44,1071.6,18839.54,0
PROD0226,Specialty Pharma,Hamburg,2024-03,2705,152,87,330902.65,6989.72,10642.71,23486.34,0
PROD0227,Vaccines,Frankfurt,2024-03,880,354,41,31477.6,1393.04,1466.57,17544.32,0
PROD0228,Vitamins & Supplements,Berlin,2024-03,1931,497,28,17552.79,531.03,254.52,5546.54,0
PROD0229,Prescription Drugs,Mannheim HQ,2024-03,2510,199,14,35240.4,1219.86,196.56,3287.77,0
PROD0230,Prescription Drugs,Berlin,2024-03,1626,626,24,121706.1,7881.22,1796.4,64351.48,0
PROD0231,Prescription Drugs,Cologne,2024-03,549,313,11,7565.22,203.13,151.58,5124.98,0
PROD0232,Medical Devices,Cologne,2024-03,692,214,0,29714.48,2047.63,0.0,11424.33,0
PROD0233,Medical Devices,Munich,2024-03,4457,797,216,155905.86,8753.55,7555.68,35307.26,0
PROD0234,Vitamins & Supplements,Frankfurt,2024-03,1924,674,46,29148.6,1367.96,696.9,14185.83,0
PROD0235,Specialty Pharma,Munich,2024-03,655,286,14,284178.3,13181.88,6074.04,146664.24,0
PROD0236,Medical Devices,Mannheim HQ,2024-03,179,88,7,12683.94,521.61,496.02,7762.04,1
PROD0237,Vitamins & Supplements,Mannheim HQ,2024-03,651,132,31,1894.41,80.07,90.21,520.1,0
PROD0238,Vaccines,Frankfurt,2024-03,316,173,9,13088.72,563.74,372.78,8554.09,1
PROD0239,Vitamins & Supplements,Cologne,2024-03,427,173,10,6392.19,199.84,149.7,3218.27,0
PROD0240,OTC Medication,Hamburg,2024-03,912,146,17,83995.2,2201.57,1565.7,19484.86,0
PROD0241,Vaccines,Munich,2024-03,4055,903,126,51863.45,1159.73,1611.54,14291.75,0
PROD0242,Vaccines,Munich,2024-03,1666,80,42,48080.76,2010.86,1212.12,2760.89,0
PROD0243,Medical Devices,Frankfurt,2024-03,2976,451,57,180643.2,4181.28,3459.9,37234.3,0
PROD0244,Prescription Drugs,Cologne,2024-03,317,65,15,29668.03,1281.31,1403.85,8323.35,1
PROD0245,Medical Devices,Frankfurt,2024-03,1329,695,20,10419.36,623.3,156.8,7886.15,0
PROD0246,OTC Medication,Cologne,2024-03,2412,823,43,53474.04,4078.69,953.31,23295.12,0
PROD0247,Specialty Pharma,Munich,2024-03,1987,733,96,37216.51,2241.34,1798.08,17400.37,0
PROD0248,Vaccines,Mannheim HQ,2024-03,373,155,9,5639.76,235.36,136.08,2893.66,0
PROD0249,Vitamins & Supplements,Munich,2024-03,843,378,35,232238.07,18578.88,9642.15,132057.18,0
PROD0250,Prescription Drugs,Frankfurt,2024-03,570,185,24,30688.8,2151.18,1292.16,13818.89,0
PROD0251,Vaccines,Frankfurt,2024-03,1844,130,90,13442.76,573.48,656.1,1176.31,0
PROD0252,Specialty Pharma,Mannheim HQ,2024-03,2819,355,35,280856.97,12541.73,3487.05,45362.6,0
PROD0253,Specialty Pharma,Munich,2024-03,4184,1212,37,1768451.28,92031.26,15638.79,621354.93,0
PROD0254,OTC Medication,Cologne,2024-03,944,29,23,107918.08,8291.15,2629.36,4534.6,0
PROD0255,Vitamins & Supplements,Frankfurt,2024-03,1412,124,18,7554.2,340.29,96.3,837.85,0
PROD0256,Vaccines,Berlin,2024-03,1997,364,7,36984.44,854.72,129.64,7946.72,0
PROD0257,Vaccines,Cologne,2024-03,1067,203,3,161607.82,11433.97,454.38,36440.73,0
PROD0258,OTC Medication,Hamburg,2024-03,2348,1351,43,33271.16,2472.44,609.31,25423.13,0
PROD0259,Prescription Drugs,Hamburg,2024-03,283,123,3,15964.03,1166.53,169.23,8049.95,0
PROD0260,Vitamins & Supplements,Berlin,2024-03,1106,426,31,92782.34,3168.69,2600.59,44342.89,0
PROD0261,Prescription Drugs,Mannheim HQ,2024-03,1447,196,48,15757.83,1108.4,522.72,2951.41,0
PROD0262,OTC Medication,Berlin,2024-03,1576,694,11,48588.08,3646.86,339.13,29597.53,0
PROD0263,Specialty Pharma,Hamburg,2024-03,1594,301,56,1083.92,62.17,38.08,257.94,0
PROD0264,OTC Medication,Frankfurt,2024-03,651,79,5,6308.19,481.74,48.45,908.37,0
PROD0265,Prescription Drugs,Munich,2024-03,2713,1389,130,66359.98,2525.8,3179.8,41363.83,0
PROD0266,Specialty Pharma,Hamburg,2024-03,4870,2365,122,36086.7,857.12,904.02,21592.43,0
PROD0267,Prescription Drugs,Frankfurt,2024-03,3151,213,151,739980.84,40329.65,35460.84,60241.64,0
PROD0268,Prescription Drugs,Berlin,2024-03,1063,464,19,6324.85,217.91,113.05,3648.2,0
PROD0269,Vaccines,Mannheim HQ,2024-03,968,353,4,18905.04,1459.74,78.12,9404.44,0
PROD0270,Vaccines,Hamburg,2024-03,3444,1120,47,133420.56,9660.42,1820.78,55173.16,0
PROD0271,Medical Devices,Cologne,2024-03,193,70,8,36033.1,755.79,1493.6,18234.38,1
PROD0272,Specialty Pharma,Cologne,2024-03,2384,1020,8,14089.44,369.52,47.28,7870.84,0
PROD0273,OTC Medication,Berlin,2024-03,2632,1123,31,351977.36,18571.39,4145.63,206653.89,0
PROD0274,Specialty Pharma,Cologne,2024-03,1740,260,23,58324.8,1804.38,770.96,12276.24,0
PROD0275,Prescription Drugs,Munich,2024-03,2882,388,1,29396.4,665.74,10.2,5209.85,0
PROD0276,Medical Devices,Hamburg,2024-03,1433,145,5,82626.78,6555.98,288.3,9937.9,0
PROD0277,Prescription Drugs,Munich,2024-03,1090,185,5,45834.5,1703.67,210.25,10258.88,0
PROD0278,Medical Devices,Berlin,2024-03,3702,163,21,59639.22,2757.99,338.31,3791.79,0
PROD0279,Vitamins & Supplements,Munich,2024-03,4265,1242,93,153582.65,7642.88,3348.93,64397.93,0
PROD0280,Medical Devices,Cologne,2024-03,530,236,21,11055.8,502.44,438.06,5661.53,0
PROD0281,Vaccines,Berlin,2024-03,1425,67,66,54078.75,1415.03,2504.7,3614.09,0
PROD0282,Medical Devices,Frankfurt,2024-03,1402,694,68,102766.6,6480.04,4984.4,65290.69,0
PROD0283,Medical Devices,Mannheim HQ,2024-03,2545,1024,80,565295.4,35958.31,17769.6,297232.78,0
PROD0284,Medical Devices,Mannheim HQ,2024-03,3002,1261,137,22515.0,552.37,1027.5,12324.8,0
PROD0285,Specialty Pharma,Munich,2024-03,3059,222,11,1309924.98,101084.65,4710.42,116086.54,0
PROD0286,Prescription Drugs,Mannheim HQ,2024-03,887,165,19,2820.66,96.68,60.42,738.16,0
PROD0287,Vaccines,Frankfurt,2024-03,1000,157,38,27600.0,806.0,1048.8,5700.85,0
PROD0288,Vitamins & Supplements,Frankfurt,2024-03,2549,755,71,171012.41,4832.9,4763.39,60203.44,0
PROD0289,Specialty Pharma,Munich,2024-03,1487,452,9,68981.93,5356.17,417.51,27572.34,0
PROD0290,Vitamins & Supplements,Hamburg,2024-03,1159,410,41,18184.71,1360.67,643.29,9141.78,0
PROD0291,Specialty Pharma,Munich,2024-03,3479,1888,21,89758.2,7159.78,541.8,69822.57,0
PROD0292,OTC Medication,Munich,2024-03,2840,891,36,52057.2,3703.36,659.88,21407.56,0
PROD0293,Prescription Drugs,Berlin,2024-03,743,342,17,12133.19,728.88,277.61,8090.27,0
PROD0294,Medical Devices,Munich,2024-03,3082,1342,49,282896.78,17739.99,4497.71,168061.57,0
PROD0295,Vaccines,Mannheim HQ,2024-03,4274,2497,41,217247.42,17185.75,2084.03,161941.18,0
PROD0296,Prescription Drugs,Frankfurt,2024-03,544,181,25,7844.48,425.95,360.5,3341.06,0
PROD0297,Vaccines,Mannheim HQ,2024-03,265,83,1,25829.55,995.87,97.47,9959.11,1
PROD0298,Vitamins & Supplements,Mannheim HQ,2024-03,733,76,35,35096.04,966.09,1675.8,4628.78,0
PROD0299,Vitamins & Supplements,Cologne,2024-03,923,111,23,81067.09,4137.81,2020.09,13870.8,0
PROD0300,OTC Medication,Frankfurt,2024-03,796,94,14,56118.0,4188.55,987.0,8165.09,0
PROD0301,Vaccines,Berlin,2024-03,607,213,7,7435.75,222.16,85.75,3297.02,0
PROD0302,Medical Devices,Berlin,2024-03,505,83,5,8539.55,603.98,84.55,1835.74,0
PROD0303,OTC Medication,Berlin,2024-03,780,321,31,63328.2,3601.26,2516.89,30718.28,0
PROD0304,Vaccines,Munich,2024-03,1638,737,73,112841.82,3415.23,5028.97,71569.1,0
PROD0305,Vaccines,Mannheim HQ,2024-03,1202,642,6,38824.6,965.21,193.8,29424.64,0
PROD0306,Vaccines,Frankfurt,2024-03,1583,345,49,60343.96,3520.59,1867.88,15836.94,0
PROD0307,Medical Devices,Berlin,2024-03,3399,996,151,521474.58,25540.09,23166.42,181575.42,0
PROD0308,Prescription Drugs,Mannheim HQ,2024-03,225,107,8,3663.0,108.0,130.24,2375.98,1
PROD0309,OTC Medication,Frankfurt,2024-03,2905,278,36,185484.25,5307.43,2298.6,22429.99,0
PROD0310,Vitamins & Supplements,Berlin,2024-03,1201,74,58,31201.98,1587.72,1506.84,2629.29,0
PROD0311,Vitamins & Supplements,Berlin,2024-03,428,201,7,10914.0,512.74,178.5,6937.18,0
PROD0312,Medical Devices,Frankfurt,2024-03,1946,957,23,240875.88,10860.63,2846.94,151825.51,0
PROD0313,Vaccines,Berlin,2024-03,3051,1655,119,272057.67,8539.75,10611.23,191947.95,0
PROD0314,Vitamins & Supplements,Berlin,2024-03,2384,896,66,209553.6,10444.3,5801.4,112821.65,0
PROD0315,Vitamins & Supplements,Munich,2024-03,974,332,40,154505.62,8498.15,6345.2,74119.71,0
PROD0316,Vitamins & Supplements,Cologne,2024-03,318,124,10,10799.28,651.9,339.6,5910.5,1
PROD0317,Prescription Drugs,Munich,2024-03,2819,182,19,211594.14,15436.84,1426.14,18701.61,0
PROD0318,Medical Devices,Hamburg,2024-03,457,62,18,10428.74,240.38,410.76,1651.43,0
PROD0319,Vaccines,Mannheim HQ,2024-03,1390,587,63,67915.4,2932.9,3078.18,39938.16,0
PROD0320,Vaccines,Frankfurt,2024-03,168,74,8,4759.44,129.02,226.64,2997.32,1
PROD0321,Medical Devices,Berlin,2024-03,1296,511,63,48211.2,3147.98,2343.6,24797.57,0
PROD0322,Vitamins & Supplements,Mannheim HQ,2024-03,2979,1110,31,201499.56,4578.72,2096.84,95475.35,0
PROD0323,Vitamins & Supplements,Hamburg,2024-03,2584,409,1,32067.44,927.66,12.41,6924.5,0
PROD0324,Vaccines,Munich,2024-03,2402,726,31,979631.68,42688.34,12643.04,428819.92,0
PROD0325,Vaccines,Frankfurt,2024-03,2858,1706,135,28294.2,1972.02,1336.5,22888.91,0
PROD0326,Vitamins & Supplements,Berlin,2024-03,304,175,14,2343.84,93.63,107.94,1942.1,0
PROD0327,Specialty Pharma,Cologne,2024-03,2236,480,22,297209.12,6419.56,2924.24,74809.72,0
PROD0328,Specialty Pharma,Frankfurt,2024-03,732,283,22,62681.16,3060.49,1883.86,34792.83,0
PROD0329,OTC Medication,Munich,2024-03,505,273,12,35365.15,774.16,840.36,22963.72,0
PROD0330,Vitamins & Supplements,Hamburg,2024-03,1057,366,43,74402.23,2163.68,3026.77,31557.54,0
PROD0331,Vaccines,Cologne,2024-03,1261,140,37,41146.43,2619.1,1207.31,5663.44,0
PROD0332,Vaccines,Cologne,2024-03,706,155,13,7963.68,388.3,146.64,2011.83,0
PROD0333,Vitamins & Supplements,Berlin,2024-03,3405,465,78,123499.35,6517.17,2829.06,24096.36,0
PROD0334,OTC Medication,Berlin,2024-03,2734,1075,9,40162.46,2148.92,132.21,22592.06,0
PROD0335,Specialty Pharma,Cologne,2024-03,2677,1019,14,285662.67,17796.7,1493.94,136652.93,0
PROD0336,Vaccines,Berlin,2024-03,3969,1365,76,110179.44,4103.95,2109.76,47599.21,0
PROD0337,Vitamins & Supplements,Berlin,2024-03,104,42,5,1279.2,98.8,61.5,622.94,1
PROD0338,Medical Devices,Mannheim HQ,2024-03,1644,29,12,37022.88,1509.19,270.24,835.45,0
PROD0339,Specialty Pharma,Munich,2024-03,903,106,33,49078.05,1576.64,1793.55,7514.18,0
PROD0340,OTC Medication,Frankfurt,2024-03,244,72,1,4108.96,264.74,16.84,1726.49,0
PROD0341,Specialty Pharma,Munich,2024-03,78,24,2,963.3,56.08,24.7,360.96,1
PROD0342,Medical Devices,Hamburg,2024-03,835,211,19,37040.6,964.43,842.84,11787.45,0
PROD0343,Vitamins & Supplements,Hamburg,2024-03,964,569,17,42830.52,2083.2,755.31,29897.14,0
PROD0344,Medical Devices,Cologne,2024-03,1987,919,20,35805.74,842.49,360.4,19739.35,0
PROD0345,Vaccines,Cologne,2024-03,3129,908,1,58887.78,4180.34,18.82,21493.5,0
PROD0346,OTC Medication,Hamburg,2024-03,1028,133,12,44975.0,3025.4,525.0,7188.89,0
PROD0347,Prescription Drugs,Berlin,2024-03,657,222,26,3830.31,206.96,151.58,1777.25,0
PROD0348,Vitamins & Supplements,Frankfurt,2024-03,500,102,21,3060.0,157.5,128.52,755.14,0
PROD0349,Vitamins & Supplements,Munich,2024-03,3992,1108,30,55808.16,3824.34,419.4,19770.13,0
PROD0350,Specialty Pharma,Cologne,2024-03,2480,1034,102,63562.4,1981.52,2614.26,35896.73,0
PROD0351,Vaccines,Munich,2024-03,757,186,25,36404.13,1111.28,1202.25,11633.15,0
PROD0352,Vaccines,Mannheim HQ,2024-03,1591,883,49,309449.5,13631.69,9530.5,204276.06,0
PROD0353,Vitamins & Supplements,Munich,2024-03,4007,461,5,371368.76,7581.24,463.4,50750.91,0
PROD0354,Medical Devices,Berlin,2024-03,1436,532,1,39245.88,2156.87,27.33,20067.73,0
PROD0355,Specialty Pharma,Cologne,2024-03,1112,73,43,35995.44,1229.87,1391.91,3305.73,0
PROD0356,OTC Medication,Cologne,2024-03,1080,631,47,10735.2,538.92,467.18,7228.07,0
PROD0357,Specialty Pharma,Berlin,2024-03,3992,1205,72,129300.88,7353.26,2332.08,50574.18,0
PROD0358,OTC Medication,Cologne,2024-03,3644,1034,158,85342.48,6770.55,3700.36,28956.59,0
PROD0359,Vitamins & Supplements,Cologne,2024-03,722,115,15,35219.16,2449.02,731.7,6924.29,0
PROD0360,Vaccines,Frankfurt,2024-03,404,241,8,4957.08,308.66,98.16,4282.66,0
PROD0361,Prescription Drugs,Frankfurt,2024-03,569,239,6,35141.44,1128.9,370.56,19073.22,0
PROD0362,Medical Devices,Hamburg,2024-03,1052,534,39,219194.72,5912.24,8126.04,134001.81,0
PROD0363,Prescription Drugs,Hamburg,2024-03,1276,254,15,37080.56,2540.52,435.9,8781.38,0
PROD0364,Vitamins & Supplements,Frankfurt,2024-03,354,90,6,18985.02,445.33,321.78,6896.05,1
PROD0365,Specialty Pharma,Hamburg,2024-03,1961,56,78,148663.41,5241.75,5913.18,5136.43,0
PROD0366,Vaccines,Mannheim HQ,2024-03,215,68,6,4398.9,199.74,122.76,1819.09,1
PROD0367,Prescription Drugs,Mannheim HQ,2024-03,1518,256,28,65774.94,2448.53,1213.24,13875.07,0
PROD0368,Specialty Pharma,Cologne,2024-03,2084,145,65,70064.08,5453.83,2185.3,6230.72,0
PROD0369,Vitamins & Supplements,Mannheim HQ,2024-03,270,97,1,10052.1,612.9,37.23,4444.71,0
PROD0370,Prescription Drugs,Frankfurt,2024-03,1360,379,53,17816.0,776.56,694.3,6077.49,0
PROD0371,Prescription Drugs,Berlin,2024-03,522,113,1,17800.2,850.34,34.1,4431.91,0
PROD0372,Vitamins & Supplements,Munich,2024-03,1447,782,41,87109.4,4150.0,2468.2,57131.6,0
PROD0373,Specialty Pharma,Mannheim HQ,2024-03,423,91,19,79917.39,5479.97,3589.67,20291.23,0
PROD0374,OTC Medication,Mannheim HQ,2024-03,328,84,15,34341.6,894.78,1570.5,11073.31,0
PROD0375,OTC Medication,Mannheim HQ,2024-03,1409,134,12,618128.3,27281.06,5264.4,79401.05,0
PROD0376,Prescription Drugs,Frankfurt,2024-03,3030,1150,33,39965.7,3181.5,435.27,18950.97,0
PROD0377,Vaccines,Cologne,2024-03,1620,849,46,152814.6,10559.16,4339.18,109948.67,0
PROD0378,Specialty Pharma,Munich,2024-03,1246,561,38,51409.96,2303.85,1567.88,29199.25,0
PROD0379,Specialty Pharma,Hamburg,2024-03,2776,585,53,1272546.16,67892.63,24295.73,355405.01,0
PROD0380,Vaccines,Cologne,2024-03,458,247,3,5747.9,258.77,37.65,3686.17,0
PROD0381,OTC Medication,Hamburg,2024-03,1621,636,15,19597.89,675.96,181.35,8937.29,0
PROD0382,Vitamins & Supplements,Frankfurt,2024-03,1727,217,57,27856.51,1246.89,919.41,4997.08,0
PROD0383,OTC Medication,Munich,2024-03,266,159,9,688.94,24.21,23.31,515.94,1
PROD0384,Vitamins & Supplements,Mannheim HQ,2024-03,1980,433,68,34887.6,1819.62,1198.16,10423.6,0
PROD0385,Vitamins & Supplements,Frankfurt,2024-03,252,52,3,3356.64,188.5,39.96,883.44,0
PROD0386,Vitamins & Supplements,Berlin,2024-03,1536,278,71,60933.12,2327.04,2816.57,15908.68,0
PROD0387,Specialty Pharma,Cologne,2024-03,1586,479,15,79141.4,6329.73,748.5,34018.78,0
PROD0388,Vitamins & Supplements,Frankfurt,2024-03,676,267,26,212689.88,8358.06,8180.38,109806.94,0
PROD0389,Vaccines,Berlin,2024-03,4283,109,42,443718.8,17084.89,4351.2,15016.02,0
PROD0390,Vitamins & Supplements,Cologne,2024-03,2930,284,74,48550.1,2338.14,1226.18,5475.92,0
PROD0391,Medical Devices,Mannheim HQ,2024-03,1373,82,24,15473.71,832.04,270.48,1268.12,0
PROD0392,Prescription Drugs,Frankfurt,2024-03,1837,1033,87,109779.12,8352.84,5199.12,80853.03,0
PROD0393,Medical Devices,Munich,2024-03,2273,173,21,15433.67,613.71,142.59,1505.13,0
PROD0394,Vitamins & Supplements,Cologne,2024-03,4262,1593,143,1270928.4,97361.13,42642.6,657355.65,0
PROD0395,Specialty Pharma,Cologne,2024-03,1853,576,26,252675.08,12491.07,3545.36,94662.02,0
PROD0396,OTC Medication,Cologne,2024-03,326,166,6,6148.36,324.7,113.16,4156.5,1
PROD0397,Vaccines,Mannheim HQ,2024-03,224,132,8,949.76,72.8,33.92,720.1,1
PROD0398,Vitamins & Supplements,Cologne,2024-03,2177,550,38,365975.47,12402.37,6388.18,129975.66,0
PROD0399,Vaccines,Berlin,2024-03,2575,1470,68,74314.5,1756.15,1962.48,55815.2,0
PROD0400,Prescription Drugs,Frankfurt,2024-03,1430,249,5,209151.8,11105.38,731.3,47711.09,0
PROD0401,Specialty Pharma,Frankfurt,2024-03,1348,60,18,6591.72,517.63,88.02,420.33,0
PROD0402,OTC Medication,Mannheim HQ,2024-03,2349,292,34,37889.37,1949.67,548.42,6650.53,0
PROD0403,Medical Devices,Berlin,2024-03,331,184,7,11028.92,746.74,233.24,8870.53,0
PROD0404,Vitamins & Supplements,Munich,2024-03,531,293,3,18606.24,1477.24,105.12,11811.04,0
PROD0405,Specialty Pharma,Mannheim HQ,2024-03,2967,1315,94,57263.1,1465.7,1814.2,31657.59,0
PROD0406,Prescription Drugs,Mannheim HQ,2024-03,4028,2269,67,281637.76,17509.72,4684.64,216812.8,0
PROD0407,Specialty Pharma,Frankfurt,2024-03,578,333,9,5317.6,417.89,82.8,3821.51,0
PROD0408,OTC Medication,Cologne,2024-03,152,21,5,4242.32,310.84,139.55,712.58,1
PROD0409,Prescription Drugs,Berlin,2024-03,479,110,8,18326.54,1355.57,306.08,6066.62,0
PROD0410,OTC Medication,Mannheim HQ,2024-03,2262,1214,13,138864.18,10789.74,798.07,101862.69,0
PROD0411,Prescription Drugs,Munich,2024-03,3056,802,65,237695.68,12798.53,5055.7,88018.04,0
PROD0412,Specialty Pharma,Berlin,2024-03,876,329,35,7524.84,324.12,300.65,3424.81,0
PROD0413,Vaccines,Berlin,2024-03,989,245,20,5192.25,120.66,105.0,1582.91,0
PROD0414,Medical Devices,Frankfurt,2024-03,2605,1309,101,399685.15,30890.09,15496.43,240343.55,0
PROD0415,Prescription Drugs,Berlin,2024-03,1099,464,23,54224.66,3634.39,1134.82,27346.6,0
PROD0416,Medical Devices,Hamburg,2024-03,2156,211,63,29084.44,1334.56,849.87,3428.35,0
PROD0417,Prescription Drugs,Berlin,2024-03,803,437,11,171055.06,11611.38,2343.22,112327.48,0
PROD0418,OTC Medication,Cologne,2024-03,2223,389,82,84585.15,5668.65,3120.1,18274.07,0
PROD0419,Medical Devices,Mannheim HQ,2024-03,1408,186,22,191966.72,4892.8,2999.48,35382.47,0
PROD0420,Medical Devices,Munich,2024-03,1677,91,18,60221.07,1519.36,646.38,3828.61,0
PROD0421,Vitamins & Supplements,Mannheim HQ,2024-03,1052,485,41,413057.28,10482.13,16098.24,274432.23,0
PROD0422,Vitamins & Supplements,Berlin,2024-03,620,289,8,168745.4,7564.62,2177.36,107605.27,0
PROD0423,Vaccines,Munich,2024-03,108,58,0,2652.48,162.11,0.0,1799.63,1
PROD0424,Medical Devices,Hamburg,2024-03,220,34,0,23377.2,672.32,0.0,4982.23,1
PROD0425,Vitamins & Supplements,Hamburg,2024-03,268,53,3,19253.12,1289.08,215.52,5258.32,0
PROD0426,Specialty Pharma,Hamburg,2024-03,690,93,0,118072.8,6568.11,0.0,22084.4,0
PROD0427,OTC Medication,Mannheim HQ,2024-03,278,47,8,2891.2,222.4,83.2,670.07,1
PROD0428,Medical Devices,Berlin,2024-03,1445,744,10,108996.35,4996.81,754.3,67944.19,0
PROD0429,Medical Devices,Cologne,2024-03,2037,1172,56,240223.41,7699.86,6604.08,192758.64,0
PROD0430,Medical Devices,Cologne,2024-03,1431,359,61,5738.31,354.89,244.61,1722.26,0
PROD0431,Medical Devices,Berlin,2024-03,232,89,11,1858.32,128.06,88.11,877.02,1
PROD0432,Vaccines,Frankfurt,2024-03,325,25,1,932.75,74.42,2.87,84.73,1
PROD0433,Specialty Pharma,Cologne,2024-03,540,72,16,12943.8,421.74,383.52,2443.68,0
PROD0434,Vitamins & Supplements,Hamburg,2024-03,1787,310,0,139993.58,3968.93,0.0,34573.91,0
PROD0435,Specialty Pharma,Cologne,2024-03,239,49,6,48015.1,2179.44,1205.4,12458.84,0
PROD0436,Vaccines,Frankfurt,2024-03,1694,691,36,61305.86,2700.24,1302.84,30453.01,0
PROD0437,Vaccines,Berlin,2024-03,1077,413,43,251770.29,15634.81,10052.11,136639.81,0
PROD0438,Prescription Drugs,Cologne,2024-03,305,145,5,1927.6,115.59,31.6,1326.24,1
PROD0439,Vaccines,Cologne,2024-03,1147,124,18,4920.63,289.04,77.22,668.78,0
PROD0440,Prescription Drugs,Mannheim HQ,2024-03,2949,262,92,91360.02,3246.85,2850.16,11582.58,0
PROD0441,Vaccines,Cologne,2024-03,467,42,19,24517.5,1336.55,997.5,2635.7,0
PROD0442,Vitamins & Supplements,Frankfurt,2024-03,551,291,10,17543.84,1077.76,318.4,12321.96,0
PROD0443,Vitamins & Supplements,Berlin,2024-03,1445,455,19,4002.65,180.62,52.63,1787.09,0
PROD0444,Medical Devices,Berlin,2024-03,2628,1299,73,78209.28,3700.22,2172.48,48497.37,0
PROD0445,Medical Devices,Mannheim HQ,2024-03,212,54,7,1467.04,67.84,48.44,503.91,1
PROD0446,Medical Devices,Cologne,2024-03,733,435,4,54220.01,1458.67,295.88,44618.39,0
PROD0447,Specialty Pharma,Cologne,2024-03,470,95,10,24162.7,837.07,514.1,5833.07,0
PROD0448,Medical Devices,Hamburg,2024-03,2058,999,8,22061.76,1710.2,85.76,12679.24,0
PROD0449,Specialty Pharma,Munich,2024-03,563,162,4,10060.81,587.77,71.48,3407.73,0
PROD0450,Specialty Pharma,Munich,2024-03,189,43,6,1755.81,82.4,55.74,501.65,1
PROD0451,Specialty Pharma,Munich,2024-03,1184,454,30,36372.48,1334.37,921.6,18940.23,0
PROD0452,Vaccines,Berlin,2024-03,1749,702,17,182228.31,7207.63,1771.23,101713.5,0
PROD0453,Specialty Pharma,Frankfurt,2024-03,2855,523,98,28978.25,2258.31,994.7,6771.45,0
PROD0454,Vaccines,Frankfurt,2024-03,2277,1123,68,138054.51,3706.96,4122.84,88362.61,0
PROD0455,Vaccines,Cologne,2024-03,731,137,24,12814.43,798.98,420.72,2822.1,0
PROD0456,Specialty Pharma,Berlin,2024-03,1518,451,67,19415.22,525.23,856.93,7633.54,0
PROD0457,Medical Devices,Munich,2024-03,1597,850,28,46504.64,2355.58,815.36,33685.69,0
PROD0458,Vaccines,Hamburg,2024-03,683,205,0,6529.48,203.53,0.0,2373.29,0
PROD0459,Vaccines,Hamburg,2024-03,3589,90,92,61156.56,2282.6,1567.68,2020.54,0
PROD0460,Vaccines,Berlin,2024-03,2020,293,14,15897.4,1226.14,110.18,2693.01,0
PROD0461,Vitamins & Supplements,Frankfurt,2024-03,3061,759,35,1071074.51,63390.25,12246.85,328898.8,0
PROD0462,Vitamins & Supplements,Hamburg,2024-03,316,161,13,10917.8,538.46,449.15,6801.6,1
PROD0463,OTC Medication,Mannheim HQ,2024-03,1793,479,7,25639.9,935.95,100.1,9412.16,0
PROD0464,Vitamins & Supplements,Cologne,2024-03,1125,166,24,48161.25,3196.12,1027.44,9735.31,0
PROD0465,Prescription Drugs,Mannheim HQ,2024-03,3086,889,95,89308.84,3221.78,2749.3,30004.24,0
PROD0466,Vaccines,Cologne,2024-03,350,189,2,8890.0,413.35,50.8,6207.41,0
PROD0467,Specialty Pharma,Munich,2024-03,2572,343,7,177982.4,6738.64,484.4,28341.87,0
PROD0468,Medical Devices,Hamburg,2024-03,801,60,15,65834.19,4734.71,1232.85,5785.12,0
PROD0469,OTC Medication,Frankfurt,2024-03,2517,872,19,44097.84,2705.78,332.88,21077.14,0
PROD0470,OTC Medication,Munich,2024-03,712,400,8,11812.08,792.46,132.72,9120.73,0
PROD0471,Vaccines,Frankfurt,2024-03,2929,633,120,69739.49,2571.66,2857.2,19193.2,0
PROD0472,Specialty Pharma,Berlin,2024-03,888,474,41,1855.92,101.23,85.69,1345.89,0
PROD0473,OTC Medication,Mannheim HQ,2024-03,791,76,9,4255.58,338.55,48.42,477.57,0
PROD0474,OTC Medication,Cologne,2024-03,2850,85,44,486666.0,19137.75,7513.44,18883.33,0
PROD0475,Vitamins & Supplements,Frankfurt,2024-03,165,70,6,39336.0,2279.31,1430.4,22595.07,1
PROD0476,Prescription Drugs,Mannheim HQ,2024-03,2062,1154,91,50642.72,2237.27,2234.96,39646.7,0
PROD0477,Vitamins & Supplements,Berlin,2024-03,3976,2363,128,263012.4,14444.81,8467.2,194110.39,0
PROD0478,Specialty Pharma,Cologne,2024-03,2090,887,20,100549.9,4171.64,962.2,52554.56,0
PROD0479,Vitamins & Supplements,Hamburg,2024-03,469,213,4,624844.01,43420.96,5329.16,389609.97,0
PROD0480,Medical Devices,Frankfurt,2024-03,3523,249,56,447103.93,24446.1,7106.96,40059.67,0
PROD0481,Medical Devices,Mannheim HQ,2024-03,1174,639,53,33341.6,758.4,1505.2,21290.09,0
PROD0482,OTC Medication,Hamburg,2024-03,1494,499,61,15716.88,315.23,641.72,6530.13,0
PROD0483,Specialty Pharma,Munich,2024-03,2677,849,97,12903.14,934.27,467.54,4908.35,0
